Figure 10. Approximated synthetic X-ray spectra with opacity effects at a viewing angle of 80° through atmosphere 2 from charge exchange collisions. Initial ion energies are 500 keV/u for both oxygen and sulfur precipitation and the input is 1 ion/cm^2/s for both species.  Photon energies below about 400 eV are shown to be much more affected by the opacity than higher photon energies.

 Total Production Rate:
                4.443E+02  8.946E+01  6.669E+01  2.277E+01  3.548E+02  5.696E+01  5.961E+01  3.763E+01  4.556E+01  5.100E+01  1.018E+02  2.278E+00

 Phot Eng [eV]      Total    O_Total         O6         O7    S_Total         S8         S9        S10        S11        S12        S13        S14
    100.00      3.420E-08  6.864E-09  0.000E+00  6.864E-09  2.733E-08  4.030E-09  3.013E-14  6.061E-13  5.174E-18  0.000E+00  2.327E-08  3.237E-11
    101.00      4.432E-08  8.918E-09  0.000E+00  8.918E-09  3.540E-08  5.469E-09  4.362E-14  7.932E-13  7.774E-18  0.000E+00  2.989E-08  4.343E-11
    102.00      5.732E-08  1.156E-08  0.000E+00  1.156E-08  4.576E-08  7.404E-09  6.299E-14  1.036E-12  1.164E-17  0.000E+00  3.830E-08  5.812E-11
    103.00      7.397E-08  1.494E-08  0.000E+00  1.494E-08  5.903E-08  9.999E-09  9.076E-14  1.349E-12  1.738E-17  0.000E+00  4.895E-08  7.760E-11
    104.00      9.525E-08  1.926E-08  0.000E+00  1.926E-08  7.599E-08  1.347E-08  1.304E-13  1.753E-12  2.589E-17  0.000E+00  6.241E-08  1.033E-10
    105.00      1.224E-07  2.478E-08  0.000E+00  2.478E-08  9.763E-08  1.810E-08  1.870E-13  2.274E-12  3.849E-17  0.000E+00  7.939E-08  1.373E-10
    106.00      1.570E-07  3.179E-08  0.000E+00  3.179E-08  1.252E-07  2.427E-08  2.675E-13  2.942E-12  5.708E-17  0.000E+00  1.007E-07  1.819E-10
    107.00      2.009E-07  4.069E-08  0.000E+00  4.069E-08  1.602E-07  3.245E-08  3.817E-13  3.799E-12  8.447E-17  0.000E+00  1.275E-07  2.405E-10
    108.00      2.566E-07  5.195E-08  0.000E+00  5.195E-08  2.046E-07  4.328E-08  5.433E-13  4.893E-12  1.247E-16  0.000E+00  1.610E-07  3.171E-10
    109.00      3.270E-07  6.616E-08  0.000E+00  6.616E-08  2.609E-07  5.759E-08  7.714E-13  6.290E-12  1.837E-16  0.000E+00  2.029E-07  4.170E-10
    110.00      4.160E-07  8.405E-08  0.000E+00  8.405E-08  3.319E-07  7.645E-08  1.093E-12  8.067E-12  2.700E-16  0.000E+00  2.549E-07  5.471E-10
    111.00      5.281E-07  1.065E-07  0.000E+00  1.065E-07  4.216E-07  1.012E-07  1.544E-12  1.032E-11  3.959E-16  0.000E+00  3.196E-07  7.160E-10
    112.00      6.690E-07  1.346E-07  0.000E+00  1.346E-07  5.344E-07  1.337E-07  2.177E-12  1.319E-11  5.793E-16  0.000E+00  3.998E-07  9.347E-10
    113.00      8.460E-07  1.698E-07  0.000E+00  1.698E-07  6.762E-07  1.761E-07  3.061E-12  1.680E-11  8.455E-16  0.000E+00  4.988E-07  1.217E-09
    114.00      1.068E-06  2.136E-07  0.000E+00  2.136E-07  8.540E-07  2.315E-07  4.295E-12  2.137E-11  1.231E-15  0.000E+00  6.209E-07  1.581E-09
    115.00      1.345E-06  2.680E-07  0.000E+00  2.680E-07  1.077E-06  3.035E-07  6.011E-12  2.712E-11  1.789E-15  0.000E+00  7.710E-07  2.049E-09
    116.00      1.690E-06  3.354E-07  0.000E+00  3.354E-07  1.355E-06  3.970E-07  8.392E-12  3.435E-11  2.593E-15  0.000E+00  9.552E-07  2.648E-09
    117.00      2.121E-06  4.188E-07  0.000E+00  4.188E-07  1.702E-06  5.179E-07  1.169E-11  4.342E-11  3.750E-15  0.000E+00  1.181E-06  3.414E-09
    118.00      2.656E-06  5.216E-07  0.000E+00  5.216E-07  2.134E-06  6.740E-07  1.624E-11  5.477E-11  5.411E-15  0.000E+00  1.456E-06  4.390E-09
    119.00      3.319E-06  6.480E-07  0.000E+00  6.480E-07  2.671E-06  8.749E-07  2.251E-11  6.896E-11  7.788E-15  0.000E+00  1.791E-06  5.632E-09
    120.00      4.141E-06  8.030E-07  0.000E+00  8.030E-07  3.338E-06  1.133E-06  3.113E-11  8.665E-11  1.118E-14  0.000E+00  2.198E-06  7.207E-09
    121.00      5.157E-06  9.927E-07  0.000E+00  9.927E-07  4.164E-06  1.464E-06  4.295E-11  1.087E-10  1.602E-14  0.000E+00  2.691E-06  9.199E-09
    122.00      6.410E-06  1.224E-06  0.000E+00  1.224E-06  5.186E-06  1.886E-06  5.911E-11  1.360E-10  2.291E-14  0.000E+00  3.288E-06  1.171E-08
    123.00      7.952E-06  1.506E-06  0.000E+00  1.506E-06  6.447E-06  2.425E-06  8.116E-11  1.700E-10  3.267E-14  0.000E+00  4.007E-06  1.488E-08
    124.00      9.848E-06  1.848E-06  0.000E+00  1.848E-06  8.000E-06  3.109E-06  1.112E-10  2.120E-10  4.647E-14  0.000E+00  4.872E-06  1.885E-08
    125.00      1.217E-05  2.262E-06  0.000E+00  2.262E-06  9.912E-06  3.977E-06  1.519E-10  2.639E-10  6.596E-14  0.000E+00  5.911E-06  2.382E-08
    126.00      1.502E-05  2.762E-06  0.000E+00  2.762E-06  1.226E-05  5.074E-06  2.070E-10  3.280E-10  9.341E-14  1.468E-20  7.155E-06  3.003E-08
